dataset,budget_pct,method,scoring_completion_rate,progress_mean,progress_std,test_mse_mean,test_mse_std,n_deleted_mean,n_deleted_std,total_budget_sec_mean,total_budget_sec_std,charged_compute_sec_mean,charged_compute_sec_std,score_sec_mean,sort_sec_mean,priority_total_sec_mean,average_unlearn_sec_mean
Criteo Attribution,10.0,SIS,1.0,0.0038440771682983505,0.009281863456828335,0.1999434946667003,1.1876495287552759e-08,176.66666666666666,35.99840354059142,0.02999592533333333,8.965201348714299e-05,0.029987316795333337,8.864068787048493e-05,0.026051080000000004,0.0012862433333333332,0.027337323333333337,1.4997962666666667e-05
Criteo Attribution,25.0,SIS,1.0,-2.2344801898940014,0.7150704842576661,0.1999410414138234,7.955820550049092e-08,3176.6666666666665,35.99840354059142,0.07498981333333334,0.00022413003371785802,0.07498120479533334,0.00022308060291603642,0.026051080000000004,0.0012862433333333332,0.027337323333333337,1.4997962666666667e-05
Criteo Attribution,50.0,SIS,1.0,-11.676183573045185,3.001281572982409,0.19993193075663818,2.6583642385053664e-07,8176.666666666667,35.998403540591404,0.14997962666666667,0.00044826006743571605,0.14997101812866667,0.00044719805124696695,0.026051080000000004,0.0012862433333333332,0.027337323333333337,1.4997962666666667e-05
Criteo Attribution,75.0,SIS,1.0,-19.136644024294334,4.959313599454003,0.19992645061002814,4.941440242197826e-07,13176.666666666666,35.99840354059142,0.22496944,0.0006723901011535762,0.224960831462,0.0006713239029779315,0.026051080000000004,0.0012862433333333332,0.027337323333333337,1.4997962666666667e-05
Criteo Attribution,100.0,SIS,1.0,-16.216788326430393,5.201938463053728,0.19993866701946308,6.898723350066984e-07,18176.666666666668,35.998403540591404,0.29995925333333334,0.0008965201348714321,0.2999506447953333,0.0008954518481798443,0.026051080000000004,0.0012862433333333332,0.027337323333333337,1.4997962666666667e-05
Criteo Attribution,10.0,Cook's,0.9666666666666667,0.008195177614683146,0.013159393462755508,0.19994349340785753,1.5576565330236962e-08,195.5,59.23055478964937,0.02999592533333333,8.965201348714299e-05,0.029988923650999998,8.905652941848955e-05,0.02578249666666667,0.0012803366666666667,0.027062833333333338,1.4997962666666667e-05
Criteo Attribution,25.0,Cook's,1.0,-2.104817594924637,0.7951316878115038,0.1999414013785662,9.492201684099159e-08,3195.1,60.62055529387644,0.07498981333333334,0.00022413003371785802,0.07498262776299999,0.00022340444100612243,0.02578249666666667,0.0012803366666666667,0.027062833333333338,1.4997962666666667e-05
Criteo Attribution,50.0,Cook's,1.0,-11.356207229672226,3.1332546066506173,0.19993280606839484,3.038338139121034e-07,8195.1,60.620555293876436,0.14997962666666667,0.00044826006743571605,0.14997244109633334,0.00044751816879719665,0.02578249666666667,0.0012803366666666667,0.027062833333333338,1.4997962666666667e-05
Criteo Attribution,75.0,Cook's,1.0,-21.259425050910224,5.758473626036328,0.19992634756368383,4.3260175362688755e-07,13195.1,60.620555293876436,0.22496944,0.0006723901011535762,0.2249622544296667,0.0006716427789939134,0.02578249666666667,0.0012803366666666667,0.027062833333333338,1.4997962666666667e-05
Criteo Attribution,100.0,Cook's,1.0,-13.308687954235157,3.9659974548427828,0.19993645087816478,7.904567884921094e-07,18195.1,60.620555293876414,0.29995925333333334,0.0008965201348714321,0.299952067763,0.00089577010319305,0.02578249666666667,0.0012803366666666667,0.027062833333333338,1.4997962666666667e-05
Criteo Attribution,10.0,Leverage,1.0,0.01668455240836394,0.06592494930141819,0.19994343713337379,9.683048815587872e-08,603.4333333333333,19.669130958018407,0.02999592533333333,8.965201348714299e-05,0.029987966252666667,9.064604597838343e-05,0.01965606,0.0012814133333333337,0.020937473333333338,1.4997962666666667e-05
Criteo Attribution,25.0,Leverage,1.0,0.08085477258243406,0.12956394741563645,0.19994343392838052,2.35894911564896e-07,3603.4333333333334,19.6691309580184,0.07498981333333334,0.00022413003371785802,0.07498185425266665,0.00022507851671266634,0.01965606,0.0012814133333333337,0.020937473333333338,1.4997962666666667e-05
Criteo Attribution,50.0,Leverage,1.0,0.24600450779512864,0.17004122270864563,0.19994294026591616,5.566196685028696e-07,8603.433333333332,19.66913095801841,0.14997962666666667,0.00044826006743571605,0.149971667586,0.00044919323492085856,0.01965606,0.0012814133333333337,0.020937473333333338,1.4997962666666667e-05
Criteo Attribution,75.0,Leverage,1.0,0.38645901540645544,0.2204009642396236,0.19994349595757296,6.323722745978164e-07,13603.433333333332,19.66913095801841,0.22496944,0.0006723901011535762,0.22496148091933335,0.0006733181491245331,0.01965606,0.0012814133333333337,0.020937473333333338,1.4997962666666667e-05
Criteo Attribution,100.0,Leverage,1.0,0.7444534911963807,0.16938285867138364,0.1999437794148776,8.331416142464712e-07,18603.433333333334,19.669130958018414,0.29995925333333334,0.0008965201348714321,0.2999512942526667,0.0008974456204200051,0.01965606,0.0012814133333333337,0.020937473333333338,1.4997962666666667e-05
Criteo Attribution,10.0,Residual,1.0,0.01507193270570328,0.0463288839245582,0.19994341758132395,1.7286328104254217e-08,443.26666666666665,38.0117344253454,0.02999592533333333,8.965201348714299e-05,0.0299887466725,8.867834231412347e-05,0.02205885333333333,0.0012816633333333335,0.023340516666666675,1.4997962666666667e-05
Criteo Attribution,25.0,Residual,1.0,-2.674287317600593,1.0106381426137065,0.19994119129124294,1.0613169945506248e-07,3443.266666666667,38.0117344253454,0.07498981333333334,0.00022413003371785802,0.07498263467249999,0.00022310129060329343,0.02205885333333333,0.0012816633333333335,0.023340516666666675,1.4997962666666667e-05
Criteo Attribution,50.0,Residual,1.0,-14.738416792214062,4.076403087628271,0.19993315857884658,2.704591486125989e-07,8443.266666666666,38.01173442534538,0.14997962666666667,0.00044826006743571605,0.14997244800583337,0.00044721312989144213,0.02205885333333333,0.0012816633333333335,0.023340516666666675,1.4997962666666667e-05
Criteo Attribution,75.0,Residual,1.0,-23.91101705002628,6.465226201203997,0.1999250821946397,5.330869625776937e-07,13443.266666666666,38.01173442534538,0.22496944,0.0006723901011535762,0.22496226133916672,0.0006713371174413654,0.02205885333333333,0.0012816633333333335,0.023340516666666675,1.4997962666666667e-05
Criteo Attribution,100.0,Residual,1.0,-11.068175107258078,3.2310010402429206,0.1999365773918932,8.056278761779718e-07,18443.266666666666,38.01173442534538,0.29995925333333334,0.0008965201348714321,0.2999520746725,0.0008954641316046138,0.02205885333333333,0.0012816633333333335,0.023340516666666675,1.4997962666666667e-05
Criteo Attribution,10.0,Random,1.0,0.09601821712935399,0.13626419045402305,0.19994351843801184,3.1576318355139804e-07,2000.0,0.0,0.02999592533333333,8.965201348714299e-05,0.02999592533333333,8.965201348714299e-05,0.0,0.0,0.0,1.4997962666666667e-05
Criteo Attribution,25.0,Random,1.0,0.23433596426575126,0.2171271147910696,0.19994359106495757,5.532588475875506e-07,5000.0,0.0,0.07498981333333334,0.00022413003371785802,0.07498981333333334,0.00022413003371785802,0.0,0.0,0.0,1.4997962666666667e-05
Criteo Attribution,50.0,Random,1.0,0.4352559468827826,0.16569080681339873,0.19994361014284365,7.810738277117184e-07,10000.0,0.0,0.14997962666666667,0.00044826006743571605,0.14997962666666667,0.00044826006743571605,0.0,0.0,0.0,1.4997962666666667e-05
Criteo Attribution,75.0,Random,1.0,0.7045015308670829,0.10690589897808928,0.19994358373147075,9.285729101971948e-07,15000.0,0.0,0.22496944,0.0006723901011535762,0.22496944,0.0006723901011535762,0.0,0.0,0.0,1.4997962666666667e-05
Criteo Attribution,100.0,Random,1.0,1.0,0.0,0.1999436954009294,9.106325348829082e-07,20000.0,0.0,0.29995925333333334,0.0008965201348714321,0.29995925333333334,0.0008965201348714321,0.0,0.0,0.0,1.4997962666666667e-05
