dataset,budget_pct,method,scoring_completion_rate,progress_mean,progress_std,test_mse_mean,test_mse_std,n_deleted_mean,n_deleted_std,total_budget_sec_mean,total_budget_sec_std,charged_compute_sec_mean,charged_compute_sec_std,score_sec_mean,sort_sec_mean,priority_total_sec_mean,average_unlearn_sec_mean
Criteo Attribution,10.0,SIS,1.0,-4.223800866589801,0.8780617208846765,0.1999432887158981,1.912097275741439e-07,371.6,36.68749669564692,0.030133077,0.00016073756094200909,0.030124518521833267,0.00016010511009506258,0.10782059333333335,0.0057143133333333335,0.11353490666666667,1.5066538499999999e-05
Criteo Attribution,25.0,SIS,1.0,-19.515084249225108,4.135616539039971,0.19994992704194894,3.055987561013473e-07,2000.6666666666667,3.6514837167011076,0.0753326925,0.00040184390235502293,0.07533255938666655,0.0004019502807153534,0.10782059333333335,0.0057143133333333335,0.11353490666666667,1.5066538499999999e-05
Criteo Attribution,50.0,SIS,1.0,-18.49456780374036,4.169641119374661,0.1999630929695435,5.270484340715636e-07,5597.0,101.54122655185515,0.150665385,0.0008036878047100459,0.15065774004783355,0.0008052387205145992,0.10782059333333335,0.0057143133333333335,0.11353490666666667,1.5066538499999999e-05
Criteo Attribution,75.0,SIS,1.0,-14.480499895595033,3.3360693730029407,0.19996496351370263,4.134601747170969e-07,8461.9,108.87777075931174,0.2259980775,0.0012055317070650707,0.22598892544083207,0.00120577389239341,0.10782059333333335,0.0057143133333333335,0.11353490666666667,1.5066538499999999e-05
Criteo Attribution,100.0,SIS,1.0,-9.422999323089062,2.2284374745273756,0.199957635207999,4.0296060182505844e-07,12011.6,47.52901110429002,0.30133077,0.0016073756094200917,0.3013284212531715,0.001605182069732003,0.10782059333333335,0.0057143133333333335,0.11353490666666667,1.5066538499999999e-05
Criteo Attribution,10.0,Cook's,1.0,-2.2293545133767454,0.5672512967917063,0.19994536164832244,2.7194424765436544e-07,404.03333333333336,46.93758389190047,0.030133077,0.00016073756094200909,0.03012541162366661,0.00016128729695377613,0.11186917666666667,0.006000446666666668,0.11786962333333333,1.5066538499999999e-05
Criteo Attribution,25.0,Cook's,1.0,-14.69454249111838,3.1478253887635517,0.1999529941822788,2.5617195707290344e-07,2004.7666666666667,16.66854012458972,0.0753326925,0.00040184390235502293,0.07533196495849952,0.0004011610016440791,0.11186917666666667,0.006000446666666668,0.11786962333333333,1.5066538499999999e-05
Criteo Attribution,50.0,Cook's,1.0,-21.34262427198393,4.781917872179509,0.19996441885579125,4.377737068521228e-07,5677.033333333334,77.03670568624094,0.150665385,0.0008036878047100459,0.15065886942666706,0.0008033244619222946,0.11186917666666667,0.006000446666666668,0.11786962333333333,1.5066538499999999e-05
Criteo Attribution,75.0,Cook's,1.0,-15.431269487209947,3.554553269735615,0.19996459644272943,3.921603901017707e-07,8581.8,93.54453116214131,0.2259980775,0.0012055317070650707,0.2259909104788332,0.0012049892231879578,0.11186917666666667,0.006000446666666668,0.11786962333333333,1.5066538499999999e-05
Criteo Attribution,100.0,Cook's,1.0,-9.824265380329807,2.3079405797242667,0.19995600339492917,3.726180355402731e-07,12106.966666666667,77.02372376734654,0.30133077,0.0016073756094200917,0.3013252080470044,0.0016072928426144207,0.11186917666666667,0.006000446666666668,0.11786962333333333,1.5066538499999999e-05
Criteo Attribution,10.0,Leverage,1.0,-0.049221962334158306,0.0887505547033832,0.1999433434925816,1.5071642408041446e-07,677.5,116.3163788982446,0.030133077,0.00016073756094200909,0.030125258482833265,0.00016024606427366702,0.08996319333333333,0.006079800000000001,0.09604299333333333,1.5066538499999999e-05
Criteo Attribution,25.0,Leverage,1.0,-0.14586703169112228,0.16422295056134806,0.19994296431486702,2.1927126543934417e-07,2508.5,146.98879854108517,0.0753326925,0.00040184390235502293,0.07532560467566687,0.00040131939185529086,0.08996319333333333,0.006079800000000001,0.09604299333333333,1.5066538499999999e-05
Criteo Attribution,50.0,Leverage,1.0,0.28104169274203555,0.113711967436676,0.19994370642653625,2.547366704261295e-07,5997.666666666667,12.780193008453876,0.150665385,0.0008036878047100459,0.15066502474166626,0.0008036471632333739,0.08996319333333333,0.006079800000000001,0.09604299333333333,1.5066538499999999e-05
Criteo Attribution,75.0,Leverage,1.0,0.40991741106537993,0.09511382368685756,0.19994402373584838,2.6065252613535406e-07,9793.6,216.20019458347173,0.2259980775,0.0012055317070650707,0.2259908664648336,0.0012062443910491624,0.08996319333333333,0.006079800000000001,0.09604299333333333,1.5066538499999999e-05
Criteo Attribution,100.0,Leverage,1.0,0.6661180403032306,0.10851482966323137,0.1999444880922366,3.1930306596998953e-07,13624.633333333333,250.58035855181075,0.30133077,0.0016073756094200917,0.30132258981967397,0.0016065748267392117,0.08996319333333333,0.006079800000000001,0.09604299333333333,1.5066538499999999e-05
Criteo Attribution,10.0,Residual,1.0,-3.9846603369632345,1.1925820987675892,0.19994652778739344,3.316659649046504e-07,614.4,70.7743378390199,0.030133077,0.00016073756094200909,0.030125198640833264,0.00015927715269783478,0.0966255,0.006075396666666667,0.1027008966666667,1.5066538499999999e-05
Criteo Attribution,25.0,Residual,1.0,-15.502279917367913,3.6196897011283045,0.19995664107158215,7.523323104280495e-07,2360.7,120.328042995116,0.0753326925,0.00040184390235502293,0.07532558628633355,0.00040151742075088275,0.0966255,0.006075396666666667,0.1027008966666667,1.5066538499999999e-05
Criteo Attribution,50.0,Residual,1.0,-21.965758533124554,4.931444384498985,0.1999675654865681,4.3590156602245013e-07,5980.566666666667,68.18063398483996,0.150665385,0.0008036878047100459,0.1506641898479995,0.0008042620628783756,0.0966255,0.006075396666666667,0.1027008966666667,1.5066538499999999e-05
Criteo Attribution,75.0,Residual,1.0,-16.94640634426127,3.7727530612510045,0.19996248892255167,6.420779600150635e-07,9428.366666666667,217.1288324591128,0.2259980775,0.0012055317070650707,0.22599148610483363,0.0012051977013939244,0.0966255,0.006075396666666667,0.1027008966666667,1.5066538499999999e-05
