dataset,budget_pct,method,scoring_completion_rate,progress_mean,progress_std,test_mse_mean,test_mse_std,n_deleted_mean,n_deleted_std,total_budget_sec_mean,total_budget_sec_std,charged_compute_sec_mean,charged_compute_sec_std,score_sec_mean,sort_sec_mean,priority_total_sec_mean,average_unlearn_sec_mean
Criteo Attribution,10.0,SIS,0.9666666666666667,-3.911693109406639,1.1344002241007398,0.1999432224780973,1.857098257181796e-07,337.3666666666667,70.79717670843277,0.029537529999999996,0.00021280389244884422,0.029530777732833254,0.00021255223328664656,0.16495977333333336,0.008863163333333333,0.1738229366666667,1.4768765000000003e-05
Criteo Attribution,25.0,SIS,1.0,-17.815226800107435,4.124700382304958,0.19994878434317503,8.419687138640281e-07,1731.4,184.48093070315815,0.073843825,0.0005320097311221101,0.0738361810791671,0.0005316324414235063,0.16495977333333336,0.008863163333333333,0.1738229366666667,1.4768765000000003e-05
Criteo Attribution,50.0,SIS,1.0,-21.21271925984089,4.6704921474216325,0.19995771988901845,8.508971451521459e-07,3844.4666666666667,208.06045761506078,0.14768765,0.0010640194622442201,0.14768102982367004,0.0010644717746589075,0.16495977333333336,0.008863163333333333,0.1738229366666667,1.4768765000000003e-05
Criteo Attribution,75.0,SIS,1.0,-17.769069712730907,3.992373390346144,0.1999640930931906,6.408626536215088e-07,5950.633333333333,189.68294477951855,0.221531475,0.0015960291933663317,0.22153106620566762,0.0015959181802011357,0.16495977333333336,0.008863163333333333,0.1738229366666667,1.4768765000000003e-05
Criteo Attribution,100.0,SIS,1.0,-15.18026982086734,3.4959490775950215,0.1999652269602251,3.9021063989033405e-07,8070.1,231.89167358027768,0.2953753,0.0021280389244884403,0.29536821794034085,0.0021277626452903134,0.16495977333333336,0.008863163333333333,0.1738229366666667,1.4768765000000003e-05
Criteo Attribution,10.0,Cook's,0.9666666666666667,-2.088976259118411,0.6131389772411413,0.19994520265104088,4.0105643772977496e-07,375.8666666666667,74.72465933441033,0.029537529999999996,0.00021280389244884422,0.029531620090333225,0.00021294456267228896,0.16372574,0.00895617666666667,0.17268191666666668,1.4768765000000003e-05
Criteo Attribution,25.0,Cook's,1.0,-13.364143502651013,3.2849020198651746,0.1999522621894738,8.563907251539524e-07,1822.8,169.9741156764759,0.073843825,0.0005320097311221101,0.07383578646133372,0.0005326301007928881,0.16372574,0.00895617666666667,0.17268191666666668,1.4768765000000003e-05
Criteo Attribution,50.0,Cook's,1.0,-21.717862371219827,4.922258457558005,0.1999600850928875,8.120344317971922e-07,3921.633333333333,230.37652588352162,0.14768765,0.0010640194622442201,0.14768585230783435,0.0010646853640176252,0.16372574,0.00895617666666667,0.17268191666666668,1.4768765000000003e-05
Criteo Attribution,75.0,Cook's,1.0,-21.076803244910174,4.653227584019768,0.1999647545407858,5.894965371814154e-07,5930.133333333333,223.93544841643822,0.221531475,0.0015960291933663317,0.22153096316800097,0.001596418042629928,0.16372574,0.00895617666666667,0.17268191666666668,1.4768765000000003e-05
Criteo Attribution,100.0,Cook's,1.0,-16.05471100173138,3.5924968183343546,0.199965038445254,4.748736986032855e-07,8282.266666666666,215.26406131064704,0.2953753,0.0021280389244884403,0.29537019245101154,0.0021287222391158976,0.16372574,0.00895617666666667,0.17268191666666668,1.4768765000000003e-05
Criteo Attribution,10.0,Leverage,1.0,-0.04334769775170286,0.09208202059715218,0.19994332975125673,1.1840229406483383e-07,695.6333333333333,43.48165156693689,0.029537529999999996,0.00021280389244884422,0.02953182442899983,0.00021088611013396106,0.13938285,0.009687783333333335,0.14907063333333334,1.4768765000000003e-05
Criteo Attribution,25.0,Leverage,1.0,-0.22963207207840533,0.14824471249080218,0.19994289719786768,1.9802395729761781e-07,2000.0,0.0,0.073843825,0.0005320097311221101,0.073843825,0.0005320097311221101,0.13938285,0.009687783333333335,0.14907063333333334,1.4768765000000003e-05
Criteo Attribution,50.0,Leverage,1.0,-0.28126553241512015,0.21946298692998162,0.19994299482392874,2.2942609855488365e-07,4170.2,103.58418199040185,0.14768765,0.0010640194622442201,0.14768056234750115,0.0010645034948301455,0.13938285,0.009687783333333335,0.14907063333333334,1.4768765000000003e-05
Criteo Attribution,75.0,Leverage,1.0,0.30882613330774994,0.09524683298045306,0.19994359558304622,2.2603183429156947e-07,6958.566666666667,133.36976944682345,0.221531475,0.0015960291933663317,0.2215307411288335,0.0015963675077785323,0.13938285,0.009687783333333335,0.14907063333333334,1.4768765000000003e-05
Criteo Attribution,100.0,Leverage,1.0,0.41807426159776007,0.09540956636176585,0.19994398598366717,2.723530658271503e-07,9828.5,325.45646988975875,0.2953753,0.0021280389244884403,0.295371571571011,0.0021293201467983,0.13938285,0.009687783333333335,0.14907063333333334,1.4768765000000003e-05
Criteo Attribution,10.0,Residual,1.0,-3.8658762265431874,1.2153507575968203,0.1999464324968353,3.54779445649949e-07,598.9,77.16723889462865,0.029537529999999996,0.00021280389244884422,0.02953040102083319,0.00021154513454059413,0.14972510333333336,0.009622686666666666,0.15934779000000002,1.4768765000000003e-05
Criteo Attribution,25.0,Residual,1.0,-13.622823391797588,3.004118096354765,0.1999547034660468,2.836313051321472e-07,1996.6666666666667,15.51269409744547,0.073843825,0.0005320097311221101,0.0738434960120002,0.0005322116188887599,0.14972510333333336,0.009622686666666666,0.15934779000000002,1.4768765000000003e-05
Criteo Attribution,50.0,Residual,1.0,-20.106101141773816,4.429902843490097,0.199963760685041,3.514064168639295e-07,3996.6666666666665,23.427560152791063,0.14768765,0.0010640194622442201,0.1476870373291669,0.0010632563901667844,0.14972510333333336,0.009622686666666666,0.15934779000000002,1.4768765000000003e-05
Criteo Attribution,75.0,Residual,1.0,-21.427181110386186,4.775861974774382,0.19996744763835336,4.484061304443136e-07,6675.133333333333,245.2533852743031,0.221531475,0.0015960291933663317,0.22152513103534335,0.0015972988890628624,0.14972510333333336,0.009622686666666666,0.15934779000000002,1.4768765000000003e-05
